ANGELO DUNDEE	 (approving; past newspaper) Yeah. Like that, Daddy. Don't jump in one place. Bad for the heart. That's the most important thing. (without looking)	TIME!						Ali 
VERONICA	 No.	ALI	 I can't go there. All the ladies out there from Indonesia, Japan, Hawaii, India... (high-pitched voice, imitating female fans) "Ali-i-i-e-e-e! Ali-e-e-e! Oh, Muhammad Al-i-i-i!" (speaks in faux foreign language, imitating female fans; to Bingham) You seen those people from Thailand? I was in Bangkok -- I couldn't walk. (laughter; hangs his head) I couldn't...I just couldn't do nothin'. "Get me outta this country!" (laughter) The women were so pretty...	BINGHAM	 'B-b-b-bout Hong Kong, man?!   You know what I heard?	ALI	 (interrupts) Ladies in Thailand, their hair comes down to their knees...and they about Veronica's complexion...and they bad!	Ali 
BINGHAM	 'B-b-b-bout Hong Kong, man?!   You know what I heard?	ALI	 (interrupts) Ladies in Thailand, their hair comes down to their knees...and they about Veronica's complexion...and they bad!	ALI (CONT'D)	 But they ain't nothin' like the "sisters." (holds Veronica's hands, looks deep into her eyes) Ain't NOTHIN' like the sisters!	NEWS CAMERAMAN	 Champ...	Ali 
NEWS CAMERAMAN	 Champ...	ALI	 (to Veronica) Let's go for a ride.					Ali 
VERONICA	 Islamic faith help you to that?	ALI	 Listen, girl, as a Muslim, I am busted out and failed in the eyes of God. I shoulda discovered Islam at 50! 'Cause I am weak on women. They take my eyes and my heart follow...causing me to be a lovin' husband and a terrible husband...! (looks down at her, intensely) ...green eyes and cocoa skin...? (feigns wobbly legs) ...okay, rest of me, let's go!!					Ali 
ALI	 (to himself) Faster! Faster!	DUNDEE	 (shouts)	TIME!				Ali 
BUNDINI	 I got him! Lock him up.	SADLER	 (laughs) Hey, hold up, chump!   Make this chump turn me loose.	SADLER (CONT'D)	 This is my wife, Irene...	ALI	 Hey! Look! Look at George Foreman's trainer, feelin' me up on purpose! On the side, to see if I'm in shape!	Ali 
ALI	 We'll, you ain't gonna find no fat! Watch out!!	SADLER	 (lunges for wife's note pad) Give me that thing!	BINGHAM	 (breaking through) Muhammad. Give her an Ali button!	SADLER	 No, you ain't. (concedes) All right, give my wife an Ali button.	Ali 
SADLER	 (lunges for wife's note pad) Give me that thing!	BINGHAM	 (breaking through) Muhammad. Give her an Ali button!	SADLER	 No, you ain't. (concedes) All right, give my wife an Ali button.	ALI	 She's gotta put it on.	Ali 
BINGHAM	 (breaking through) Muhammad. Give her an Ali button!	SADLER	 No, you ain't. (concedes) All right, give my wife an Ali button.	ALI	 She's gotta put it on.	SADLER	 Give my wife one.	Ali 
ORTF INTERVIEWER	 (English translation) Excuse me. You are from the U.S. Embassy? Do you have a prediction?	BRADLEY	 (in French) (caught; smiles) Je suis avec l'Agence amricane d'informations. Il ne m'est pas permis d'exprimer mes prfrences entre deux citoyens des Etats-Unis.	BRADLEY	 (English translation) (caught; smiles) I'm with the U.S. Information Agency. I'm not allowed to take favorites among two United States citizens...	EDGE OF THE RING:   ANGELO DUNDEE		Ali 
EDGE OF THE RING:   ANGELO DUNDEE		ANGELO DUNDEE	 (meaning Sadler) He gone?	ALI	 Yeah.			Ali 
BELINDA	 Hello, Muhammad. Bingham.    Mr. Cosell.	HOWARD COSELL	 (tight) Hi...Mrs. Ali.	ALI	 When did you get in?	BELINDA	 Just now. Muhammad, may I have a word with you, please?	Ali 
BELINDA	 What is going on?	ALI	 You know what's going on. (it's not the first time)	BELINDA	 But I don't have to have it thrown in my face. I don't have to read about it and have people call me up on the phone about it...	ALI	 I didn't mean for it to come out...	Ali 
ALI	 I didn't mean for it to be...	BELINDA	 I live with the casual ones. (gestures to Veronica's clothing) But this, this...I can't hold it together anymore.	ALI	 I don't want to hurt you. It's wrong. You're a good wife to me.	BELINDA	 Then why do you disrespect me this way?!	Ali 
ALI	 I follow my heart.	BELINDA	 "You're following your heart"? (sarcasm falls away) That's what you do. No matter what anybody says. Or thinks. Or what it does... (pause) And what happens now?	ALI	 I fight George. (after a beat) I didn't come this far to quit.	BELINDA	 Neither of us did.	Ali 
BELINDA	 "You're following your heart"? (sarcasm falls away) That's what you do. No matter what anybody says. Or thinks. Or what it does... (pause) And what happens now?	ALI	 I fight George. (after a beat) I didn't come this far to quit.	BELINDA	 Neither of us did.	BINGHAM	 Belinda?	Ali 
MOBUTU		MOBUTU'S MILITARY AIDE	 (in French) We are ready, your excellent President for Life...	MOBUTU	 (in French) Invite Monsieur Idi to join me now... The Banker? The American?	MOBUTU'S MILITARY AIDE	 (in French) They are waiting in the sitting room.	Ali 
MOBUTU'S MILITARY AIDE	 (in French) We are ready, your excellent President for Life...	MOBUTU	 (in French) Invite Monsieur Idi to join me now... The Banker? The American?	MOBUTU'S MILITARY AIDE	 (in French) They are waiting in the sitting room.			Ali 
MOBUTU	 (in French) Invite Monsieur Idi to join me now... The Banker? The American?	MOBUTU'S MILITARY AIDE	 (in French) They are waiting in the sitting room.					Ali 
CLOSE:    ALI'S		LIEUTENANT NSAKALA	 (from doorway) Countdown! Countdown!	RUDY	 Countdown is on, bro.   Five minutes.	HERBERT		Ali 
HERBERT		ALI	 Thanks to Allah... (praying)	LIEUTENANT NSAKALA	 (shouts) Four minutes!	ANGELO DUNDEE	 Give us a moment. Alone. (off Herbert's look) Hey. This is my religion!	Ali 
ALI	 Thanks to Allah... (praying)	LIEUTENANT NSAKALA	 (shouts) Four minutes!	ANGELO DUNDEE	 Give us a moment. Alone. (off Herbert's look) Hey. This is my religion!	ANGELO DUNDEE (CONT'D)	 It's hot. Humid. Monsoon season's about to start. May hit 140 in the ring under the lights. You all right?	Ali 
LIEUTENANT NSAKALA	 (shouts) Four minutes!	ANGELO DUNDEE	 Give us a moment. Alone. (off Herbert's look) Hey. This is my religion!	ANGELO DUNDEE (CONT'D)	 It's hot. Humid. Monsoon season's about to start. May hit 140 in the ring under the lights. You all right?	ALI	 Why?	Ali 
ANGELO DUNDEE	 Where you at?	ALI	 (looks up) Foreman ain't no mummy. He's knocked out eight out of eleven before the end of the third round. He the most dangerous fighter I ever fought.	ANGELO DUNDEE	 I'd worry if I was hearin' anything else.	ALI	 And I can't WAIT!	Ali 
WIDE FROM ABOVE:   ALI'S CAMP		LIEUTENANT NSAKALA	 (shouts) One minute!					Ali 
OVERHEAD		CLAYTON	 Now, both of you know the rules. When I step back, I want a good, clean break. (Clayton keeps going) No hitting below the belt, no kidney punches, no...	ALI	 Motherfucker, you 'bout to discover you ain't nothin'.	CLAYTON	 Ali, be quiet!	Ali 
CLAYTON (CONT'D)	 No kidney punches. Now...	ALI	 (past the ref; eyeballing George) You been hearin' about me for years. All your life you been hearin' about Muhammad Ali. Now you gotta face me.	CLAYTON	 Ali, I'll disqualify you. Now, I want a good, clean, sportsman fight...	ALI	 (to Foreman) You never should have come to Africa.	Ali 
CLAYTON	 Ali, I'll disqualify you. Now, I want a good, clean, sportsman fight...	ALI	 (to Foreman) You never should have come to Africa.	CLAYTON	 (blows up) All right!! (beat) Now go to your corners and come out fighting when you hear the bell, and may the best man...win...	OVERHEAD:    ALI + FOREMAN'S		Ali 
ALI	 (to Foreman) You never should have come to Africa.	CLAYTON	 (blows up) All right!! (beat) Now go to your corners and come out fighting when you hear the bell, and may the best man...win...	OVERHEAD:    ALI + FOREMAN'S		THE RING - BOTH		Ali 
ALI'S CORNER:     ALI		ALI	 (to himself) Legs heavy...air's heavy...like sand...	SLOWLY MOVE IN ON ALI	 as Angelo and Bundini's talk fades away. We see Ali's awareness in a deep concentration. He is holding counsel with himself. Ali stares into space across the diagonal to the other corner, but not really at Foreman. Ali is weighing something. A gamble. He blinks, and whatever it is, he's decided it NOW. AMBIENT SOUND starts to come back as Ali's attention returns to the present and he ignores...	ANGELO DUNDEE	 ...keep moving. Don't let him put you into the corner. Stay off the rope!	Ali 
ALI'S EYES		ALI	 (to himself) There is nothin'... Nothin'! (another Foreman hook lands) ...I cannot take.	ALI (CONT'D)	 Thought you was bad!	ALI'S CORNER		Ali 
DUNDEE	 Get off the ropes!   What are you doin'?!	ALI	 (it gets quiet; to himself:) Here come George's "murder" round. (refers to Round Three)	CLOSER:   ALI				Ali 
ALI'S EYES		ALI	 (calmly) ...been here before.	ANGELO DUNDEE (V.O.)	 (distant echoes) Ali, move! (beat) Dance, champ!	ALI	 (to himself) Open the door, Richard...outta this room... Put on your coat, man...get out...	Ali 
ALI	 (calmly) ...been here before.	ANGELO DUNDEE (V.O.)	 (distant echoes) Ali, move! (beat) Dance, champ!	ALI	 (to himself) Open the door, Richard...outta this room... Put on your coat, man...get out...	THE RING:     FOREMAN		Ali 
ANGELO DUNDEE (V.O.)	 (distant echoes) Ali, move! (beat) Dance, champ!	ALI	 (to himself) Open the door, Richard...outta this room... Put on your coat, man...get out...	THE RING:     FOREMAN		ALI (CONT'D)	 (to himself) Think my fight's over...? That... (to George) ...all you got? That the hardest you hit?	Ali 
THE RING:     FOREMAN		ALI (CONT'D)	 (to himself) Think my fight's over...? That... (to George) ...all you got? That the hardest you hit?	ALI (CONT'D)	 C'mon, chump!!!	ALI'S CORNER		Ali 
ALI'S CORNER		ANGELO DUNDEE	 (panicked) Get off the goddamn ropes!!	ALI	 Took somethin' away from him, Angie, that round...	BUNDINI	 You gotta move! Stick and MOVE!	Ali 
BUNDINI	 You gotta move! Stick and MOVE!	ALI	 (to himself) They don't know what's happenin'.	ALI (CONT'D)	 (to Jim Brown) You bet the wrong horse! He can't fight no better than you can act!	WE DON'T HEAR A BELL. INSTEAD, WE'RE SUDDENLY IN THE LAST 15		Ali 
ALI	 (hisses to George) Eight more rounds... You runnin' outta gas?	WIDER:     GEORGE						Ali 
ALI'S EYES		ALI	 (to himself) Now...	ALI'S		CLOSER:   FOREMAN		Ali 
CLOSE SLO-MO:   ALI		ALI (CONT'D)	 (to himself)	RIGHT NOW!		FOREMAN		Ali 
BRADLEY	 (English translation) Zaire was the center of the world tonight in every banking capital, all over Europe. Congratulations, President for Life.	MOBUTU	 Yes. (then in Lingala to servant)	LONDON BANKER	 What's on the menu...?			Ali 
